tps,nr_payments,latency_sec
28.25220193706589,1000,3.055669555946
36.9397244839235,2000,2.4617818387779997
34.15035700282396,3000,2.6564779330159998
34.8541650821484,4000,2.599079088992
32.48562219910994,5000,2.772032453665
32.209003032293175,6000,2.818929818511
31.10254595639854,7000,2.943338481156
34.16370313154101,8000,2.652975588823
31.975182518875897,9000,2.831336658605
32.41870159195875,10000,2.8375727724849997
30.911772909379568,11000,2.934945587721
33.13008906827687,12000,2.7520736311519998
32.50592240621217,13000,2.824119339512
34.69391724525158,14000,2.614728178276
35.031441624070055,15000,2.606971613358
36.43484836220392,16000,2.483790524045
33.190604373669764,17000,2.7327577864599997
36.69875781788381,18000,2.4846701925379997
34.24578831443744,19000,2.6440650408020003
34.48225806553018,20000,2.651824869386
34.61372058379899,21000,2.654085695959
34.78562346339826,22000,2.572844589438
33.79610364414218,23000,2.732694779862
32.28915812025694,24000,2.781171326997
33.77143203083898,25000,2.7232408749159998
33.85358307277067,26000,2.6569458472400003
30.09090018187439,27000,2.5315101757500003
33.191245516779226,28000,1.838068482955
32.39725680404666,29000,1.910207187109
33.213228075346834,30000,1.82042687638
31.793062246006414,31000,1.8929572746680001
34.75504256258841,32000,1.773268560203
31.451723298647764,33000,1.947635810323
33.42450687933486,34000,1.829253068446
33.41907315480554,35000,1.802763947521
32.33416722699011,36000,1.9015375877310001
34.26539541023104,37000,1.7742093739259999
35.41447968715938,38000,1.723413808316
31.994367097324336,39000,1.903482604176
32.22148657127841,40000,1.895236506838
31.276006233753414,41000,1.948960528227
35.966377499243066,42000,1.705478263753
35.47043234453835,43000,1.717938317287
34.89953679199965,44000,1.737726668428
35.992899862048425,45000,1.695319115879
34.869988662817875,46000,1.744216758493
34.601908919523034,47000,1.766592969995
34.26889849140214,48000,1.7863824592200002
33.44049407096705,49000,1.824993651165
34.40600035606418,50000,1.778867921194
32.62327295603101,51000,1.8666611925330001
33.42759280382577,52000,1.816283782918
34.324526787137394,53000,1.773201815128
36.396453894661725,54000,1.691309737779
35.795639589386326,55000,1.703235312456
36.51587156332381,56000,1.659021171158
36.90477937267267,57000,1.651121966234
37.72030373513689,58000,1.6248181667950001
34.879795239696755,59000,1.7471162651180001
35.580780738875724,60000,1.729018153872
36.045123587115405,61000,1.6904451882
29.712317123322475,62000,2.028342991614
35.08680977796255,63000,1.735992956452
35.099372904596855,64000,1.751176798172
36.396385104349065,65000,1.6743684100129999
33.21908947965613,66000,1.822210416875
32.616007442072174,67000,1.901453163433
32.09422306942875,68000,1.89156325294
33.49417029258452,69000,1.815722405446
33.28816722236399,70000,1.840906912886
35.30728031912965,71000,1.71114729392
32.694574225180844,72000,1.874059829217
33.94026898749125,73000,1.788257789835
32.829684485361284,74000,1.853856716136
35.20228617614695,75000,1.770344691567
33.944485869676456,76000,1.777580853823
34.802057208570204,77000,1.7598577122399999
34.78144212245402,78000,1.738336183453
33.80891801875483,79000,1.797586755217
33.02732742624277,80000,1.853475669792
34.15479540672499,81000,1.7922268945809998
32.505898272686885,82000,1.869710968678
32.33659658105276,83000,1.898562107949
31.997273091019824,84000,1.873401430399
33.868151572520475,85000,1.8192731854789999
31.314392805601074,86000,1.946958901424
31.842516786719454,87000,1.919567849426
33.35908435031205,88000,1.836505234204
33.338976907558376,89000,1.836871218382
33.551768559341106,90000,1.794243902079
33.26367349409911,91000,1.846134553088
32.51416229235016,92000,1.873022466676
34.65379755533647,93000,1.758374874876
35.453095292061626,94000,1.756702477605
36.069652390547276,95000,1.670101660737
33.6468507145989,96000,1.7941849932360001
34.57519850539347,97000,1.768202109544
33.69077223474111,98000,1.792959730795
34.21781424188917,99000,1.791360479793
34.65928136920713,100000,1.779750421832
35.801342982061584,101000,1.6835011570629999
32.76221038392847,102000,1.8909229002919998
33.24257102310378,103000,1.820553789344
33.55646727275069,104000,1.82145573116
35.742656185946004,105000,1.722246121441
31.98863173367451,106000,1.875615696373
35.32185767795944,107000,1.753274936692
33.44374674843172,108000,1.8323211079119999
32.980927817787915,109000,1.857473769934
31.895482359324074,110000,1.860087320121
33.599518993049244,111000,1.827992450906
32.46917053296908,112000,1.90148811823
36.36688925228161,113000,1.661369093051
35.79341312737899,114000,1.697718206969
34.7921125042632,115000,1.7691133816609999
35.99802755690825,116000,1.6938545480759999
36.0865965633514,117000,1.6741761948599998
35.855233576112205,118000,1.719185955545
35.381566455312345,119000,1.7174177710960001
36.20220780836137,120000,1.7019050039169998
35.17656942392931,121000,1.715469307009
35.74115003912476,122000,1.710012420585
34.241940379214746,123000,1.7683175700540001
35.22627700255297,124000,1.737679161287
34.77574897776936,125000,1.745569951183
38.61354652401632,126000,1.6045215209160002
34.3768701448144,127000,1.752307893772
34.94079307822677,128000,1.751961492985
36.25318001262332,129000,1.6779630420240002
36.60163564582674,130000,1.669689423347
34.47651576895296,131000,1.7777018529930002
40.33565882870848,132000,1.530133001442
37.87695776175069,133000,1.6020511136239999
38.1517761279247,134000,1.606283358312
38.12166645533229,135000,1.559194906131
35.599320086321555,136000,1.74294768454
38.10671199428252,137000,1.6039474676780001
35.694925964375194,138000,1.692565853268
37.043413365054846,139000,1.6688486234320001
35.0259423465071,140000,1.724251881516
33.410668584704545,141000,1.8214693504300001
34.032831198565226,142000,1.798237819715
36.48141516651081,143000,1.6806536050960001
35.11717040068703,144000,1.715818813721
33.52691999782338,145000,1.8297630195399999
34.30658826147135,146000,1.751566241022
36.48054915593678,147000,1.695943741978
35.85695914477592,148000,1.729597202712
34.69080040820898,149000,1.744943307307
36.39292343775838,150000,1.672769817133
35.49742595275301,151000,1.693882315524
36.86161189561977,152000,1.676703127627
34.65163907855665,153000,1.75836743632
35.67622730628483,154000,1.7068838205080001
32.38995146057616,155000,1.885211306441
36.773523294459906,156000,1.663073391238
34.29371436063351,157000,1.788501817438
33.68511974145197,158000,1.7798315599319998
34.66741541942147,159000,1.75433885988
37.26210273902757,160000,1.663745247835
36.12513756046427,161000,1.686544816436
36.77414921076813,162000,1.6679523008300001
34.021476707730436,163000,1.768047201923
36.05694869596509,164000,1.734795607193
33.58686363690997,165000,1.77232767878
32.99208241987752,166000,1.887008834152
35.592343491739754,167000,1.6920263635880002
33.59427764642221,168000,1.811191897664
35.70172720969428,169000,1.72254254579
34.49337162453095,170000,1.767721711231
35.04836697827497,171000,1.724904159494
33.57099453057755,172000,1.838061837752
37.83419631730223,173000,1.575040483771
37.03479105390362,174000,1.677132255217
35.504864889439915,175000,1.720012127526
34.28847081621619,176000,1.782368762223
35.09102489372209,177000,1.713679488551
33.61842680747148,178000,1.816125509153
33.72354495350043,179000,1.794208224915
34.82505876705247,180000,1.796011248008
34.2859507396552,181000,1.7438058245199999
35.093972721566324,182000,1.7565877797579998
34.21351087243714,183000,1.776925877177
32.659118337607985,184000,1.855553007235
34.192093066524805,185000,1.792970700069
28.62310002038136,186000,2.114746609152
32.375982172182255,187000,1.9162964872739998
32.16157502491636,188000,1.8966896158689999
34.682508418647586,189000,1.746131034151
35.05503018370905,190000,1.710189894648
35.471988454404666,191000,1.748783495896
35.491005478884006,192000,1.7247314873200001
35.43836543230208,193000,1.728822218351
36.631083057975985,194000,1.672430875948
36.86722327900567,195000,1.6500687603639999
34.1092703681306,196000,1.792624570406
33.28906076113368,197000,1.8474615007150001
34.66293072797514,198000,1.73415224838
34.29607187148777,199000,1.775191439256
34.900026712124465,200000,1.761656237054
34.75828255849355,201000,1.7521023020959998
36.606651138726335,202000,1.6778684544390001
33.74552217931486,203000,1.780144352263
32.75754017682698,204000,1.873961368564
32.46287838059789,205000,1.870234434121
34.17192194458707,206000,1.792722921488
33.99740745140461,207000,1.788579887949
33.67765851530533,208000,1.785770611247
33.631569670707066,209000,1.8102327960909999
34.887049363658484,210000,1.7932507628819998
33.95690512253569,211000,1.805241632402
33.457890120199686,212000,1.784993087001
35.708470890772546,213000,1.7257147353420002
35.445004072447894,214000,1.723290465012
33.364291639155226,215000,1.816639396804
35.682691834566235,216000,1.7106500717050002
33.61410421007423,217000,1.8225060882350002
33.82083734358881,218000,1.802229901446
33.92866050293793,219000,1.8117519454400002
33.73163507367409,220000,1.795367054702
33.48313070927552,221000,1.794766819405
33.6803042191154,222000,1.8074564123319998
33.20733871955185,223000,1.837886671237
32.94412597896131,224000,1.857268740284
33.61470035332892,225000,1.821281786397
35.79854055843999,226000,1.749970996558
31.462954257801517,227000,1.876684603277
35.68523253506181,228000,1.763248973478
33.298937880298034,229000,1.813584244479
34.693861839303246,230000,1.755080625403
34.629614463923446,231000,1.7643432176859999
34.86010581251341,232000,1.74597571971
33.99107275311188,233000,1.785379651474
34.671454665115824,234000,1.771451446131
35.461938358288485,235000,1.722883428198
34.405163704692114,236000,1.7430173398839999
32.01918275386467,237000,1.892514668979
34.570516767994036,238000,1.776824801411
35.35780950001378,239000,1.741756255216
33.76301266660834,240000,1.77736976465
35.842904680183324,241000,1.7282345487350002
35.40316046420879,242000,1.736638688652
33.04216514517154,243000,1.839331530687
35.28170330987997,244000,1.74216971678
35.11825696389285,245000,1.7240773397559999
34.67569451258319,246000,1.718594243192
35.93375462032035,247000,1.712759891382
30.841962109664827,248000,1.986719625149
34.022665717403356,249000,1.788152823292
32.75271973277083,250000,1.878264399457
35.61679106563584,251000,1.711742400099
36.136439122822566,252000,1.703441727384
36.10407438930394,253000,1.682934108677
34.78882877488088,254000,1.760573876694
36.74147071945363,255000,1.617791769987
35.139076278847696,256000,1.742786907379
33.57639579483068,257000,1.814320506626
35.514811326216865,258000,1.747232101109
35.75949627045434,259000,1.6979212757800002
33.32993251478019,260000,1.821329566382
35.59522865967183,261000,1.741761727686
34.96575609829971,262000,1.7240201078109998
34.18818511747542,263000,1.769258189502
34.90526358953543,264000,1.791456594848
34.0425626144707,265000,1.751728161378
36.828710864543545,266000,1.682188688526
33.33611419419849,267000,1.827743604667
34.28901911702297,268000,1.7893986087359999
33.859952796571854,269000,1.789659815341
36.163087707825994,270000,1.700050092254
35.390656519319606,271000,1.675446672974
35.270315522347225,272000,1.7594712610060002
35.50198565447699,273000,1.7291587282210001
35.736733991346895,274000,1.703250598364
32.9017114010027,275000,1.846532530506
34.369968024017105,276000,1.771438701049
33.9918019604023,277000,1.8017185797520001
34.31879517213624,278000,1.78113361203
33.9539499574075,279000,1.801068336364
34.58825910961524,280000,1.77455108612
33.87024113523385,281000,1.75650455496
32.45033015453141,282000,1.914320337158
33.765841204388515,283000,1.80255063081
33.70223626004289,284000,1.7682730963070001
32.907132885455155,285000,1.896506711556
34.96743243001337,286000,1.7278689042270001
33.98800350224434,287000,1.8281624560949998
34.032381026917506,288000,1.79258927751
31.36627113252159,289000,1.898862759274
39.45880664545448,290000,1.578990922782
36.047126348187135,291000,1.703654568001
36.40203141818809,292000,1.64394344967
33.58119561204041,293000,1.7941055615850001
35.76328899564071,294000,1.7692311697340002
34.7864109834685,295000,1.720565100301
34.161547286367465,296000,1.7790092708499998
33.89696889725617,297000,1.818499795551
34.26227329291383,298000,1.775377549644
34.4152187444099,299000,1.771547282103
33.872767976678574,300000,1.792643847923
32.52168644259355,301000,1.88531015975
34.65565179682622,302000,1.767494719669
34.764371041789836,303000,1.738678757272
34.89085702130706,304000,1.759889506188
33.09502711666232,305000,1.828865211723
33.744729636725545,306000,1.788260234769
35.868541603056364,307000,1.744466267348
33.45812838482347,308000,1.831861244548
35.266061947636594,309000,1.7033516592290001
29.65964933568379,310000,2.028893779879
33.4208412184965,311000,1.824987000459
32.53219424265178,312000,1.910662190394
31.46631058062155,313000,1.915185895079
32.43373623952656,314000,1.904041532787
31.860290966357862,315000,1.906123076065
32.46257558190623,316000,1.878254274983
32.18647644333433,317000,1.891177899989
33.57727463094456,318000,1.837881835925
33.00935084054741,319000,1.831273457253
30.2510187392287,320000,1.986400036902
33.39456913397182,321000,1.818860787527
31.029151612369926,322000,2.0114328487410003
33.86130981199634,323000,1.795524203202
32.315307603920445,324000,1.888298041129
32.13565513361549,325000,1.892202972244
33.55651053625467,326000,1.809015484071
33.57011787475691,327000,1.845449177573
33.85690529477877,328000,1.798705817093
35.25049330078777,329000,1.6893278135349998
34.44364408709274,330000,1.765944996912
38.314012341976245,331000,1.633319402378
36.77612867907083,332000,1.664130505696
34.008061836599836,333000,1.779641965019
33.681730015950635,334000,1.813022709972
34.97812932371609,335000,1.7583176069870001
33.869211577810255,336000,1.7664656608309999
33.35561909191845,337000,1.850075552927
32.87454492893408,338000,1.872326458599
32.458388177653774,339000,1.858441271582
31.891467520046135,340000,1.925773732772
31.550976919908997,341000,1.920988048177
32.57085860544958,342000,1.8829307705379998
33.03047698345836,343000,1.8271133738979999
32.49286716555612,344000,1.90136460047
36.68632875910545,345000,1.664010959709
33.880186270069885,346000,1.787803686486
32.22649280328565,347000,1.887426032949
33.29476630416067,348000,1.84994223862
32.886901971514746,349000,1.842972274256
31.788488034877886,350000,1.914708655397
32.73337724121344,351000,1.86328467816
33.178030841733445,352000,1.843109394092
32.244485145424875,353000,1.8613790246409998
32.852007837047,354000,1.901963434033
31.809138308535942,355000,1.8747728758989999
33.13766530247858,356000,1.830475301998
32.93809829695542,357000,1.880798322927
35.83906391053282,358000,1.708944052782
31.918554372660672,359000,1.8791173349549999
32.256115035615785,360000,1.9241457501249999
32.081827505775166,361000,1.904401102249
33.22919070810383,362000,1.8387898371829998
32.91893253581401,363000,1.8448467248029998
35.36597681714364,364000,1.7021783358059999
33.7608389618286,365000,1.802947710266
32.76698599926416,366000,1.8721620075169998
36.38204801102698,367000,1.679055224531
34.840208938193506,368000,1.780218312684
30.70862222547999,369000,1.951870373215
30.918882583763416,370000,1.994417410124
34.5907548051145,371000,1.739117214437
34.14228606815726,372000,1.780101261835
33.79328036800781,373000,1.7979778105870001
34.63064505746285,374000,1.824776886082
30.352361463571064,375000,1.983689755239
31.818745990871015,376000,1.921133189174
32.40553704532376,377000,1.89211849882
32.68541468877519,378000,1.855561175432
30.693977984522682,379000,1.977199445593
32.18244116631359,380000,1.8600914085270002
31.227773048963392,381000,1.962922513256
32.22062279086489,382000,1.92070092741
32.65769229533288,383000,1.889102166151
